Retailer,Region,Product,Units_Sold,Price_per_Unit,Customer_Gender,Customer_Income,Customer_Age_Group,Total_Sales,Operating_Profit,Operating_Margin,High_Profit
1,3,2,422,153,0,1,3,64566,4235.498237028102,0.06559951424942079,0
0,0,2,412,48,0,0,2,19776,7706.720379113539,0.3897006664195762,1
1,0,2,20,145,0,1,2,2900,871.8039992208516,0.3006220686968454,1
1,3,2,107,172,1,2,1,18404,3002.0222523801795,0.16311792286351767,0
0,1,0,443,100,0,1,2,44300,7156.400974210085,0.16154404004988906,0
0,2,2,80,193,1,0,3,15440,3195.923936787155,0.2069898922789608,1
1,2,1,373,171,1,2,3,63783,17169.47073560309,0.2691856879670616,1
1,1,2,67,94,1,2,0,6298,637.5501506820617,0.10123057330613873,0
0,0,2,299,45,1,0,3,13455,1562.4677254726018,0.11612543481773333,0
0,0,0,260,146,1,0,0,37960,13316.447867526558,0.35080210399174283,1
0,0,0,285,134,1,0,2,38190,5334.731440163288,0.1396892233611754,0
0,0,1,59,145,0,1,3,8555,1566.1488726871755,0.18306824929131216,0
1,1,1,367,47,1,1,1,17249,6122.4488549635,0.354945147832541,1
0,0,0,225,150,0,1,1,33750,9520.933734785403,0.2821017402899379,1
0,3,0,403,94,1,0,1,37882,6424.755294627645,0.16959915776959095,0
1,0,2,425,185,0,0,2,78625,22745.80687390941,0.2892948410036173,1
0,2,0,61,97,0,1,2,5917,336.61295489413874,0.056889125383494804,0
1,0,1,280,198,0,2,0,55440,17046.410174860535,0.30747493100397794,1
0,1,2,494,109,0,1,1,53846,11870.653001173101,0.22045561418068382,1
0,2,1,93,195,1,2,0,18135,6068.220384351297,0.33461375154956147,1
0,1,2,396,40,1,0,0,15840,6084.511142723861,0.38412317820226394,1
1,1,0,302,73,1,0,3,22046,8245.77702675504,0.374025992323099,1
1,2,1,135,122,1,1,3,16470,6064.958342998312,0.36824276520936927,1
0,1,2,305,78,0,1,1,23790,5454.083138083512,0.22925948457686052,1
1,1,2,81,91,0,0,2,7371,1297.6626331613395,0.17604973994862835,0
1,0,0,305,198,0,1,3,60390,12848.719141169866,0.21276236365573548,1
1,3,0,245,39,1,0,2,9555,2784.934709080707,0.2914636011596763,1
1,1,0,65,131,0,0,0,8515,3060.2843745203545,0.3593992219049154,1
1,1,1,416,78,1,2,0,32448,3973.1020459117576,0.12244520605004185,0
1,1,2,369,90,0,1,0,33210,12333.118177379605,0.3713676054615961,1
0,0,0,404,156,0,0,0,63024,21132.771628884606,0.33531308118946124,1
0,3,1,119,128,0,1,1,15232,5980.0771881182045,0.39259960531238214,1
1,2,1,201,148,0,2,0,29748,10652.405413054272,0.3580881206485906,1
0,0,1,401,176,0,2,3,70576,10443.699943117603,0.14797806539216735,0
0,0,0,102,75,1,1,0,7650,666.1969526236877,0.08708456897041669,0
0,3,0,359,54,0,1,2,19386,1730.866897570128,0.08928437519705602,0
0,3,2,65,142,1,0,3,9230,1402.2969306671212,0.15192816150239666,0
1,0,2,69,150,1,2,2,10350,2742.3805401339937,0.26496430339458876,1
0,2,0,147,123,1,2,2,18081,5994.0705356570425,0.33151211413401044,1
0,0,1,48,26,1,2,1,1248,455.1925340895475,0.36473760744354766,1
1,3,1,37,46,1,1,1,1702,456.669891068752,0.2683136845292315,1
1,2,1,58,20,1,0,2,1160,60.28631297570982,0.05197095946181881,0
0,3,2,429,191,1,1,2,81939,9440.263622903241,0.11521087178148673,0
0,2,1,134,106,1,1,0,14204,1205.9788498366333,0.08490417134867878,0
0,1,2,22,60,0,1,3,1320,233.85590771288267,0.17716356644915354,0
0,3,2,489,142,0,0,0,69438,15656.38360357902,0.2254728477718111,1
0,3,1,45,94,1,1,1,4230,275.7495228855594,0.0651890125024963,0
0,0,1,110,61,1,2,1,6710,1153.9005261560965,0.17196729152847937,0
1,3,0,291,136,1,2,0,39576,4460.7251810401185,0.1127128861188629,0
0,3,0,95,180,0,2,3,17100,4727.714945059361,0.2764745581906059,1
0,1,1,13,197,0,0,2,2561,544.2005382438722,0.21249532926351902,1
1,3,2,232,82,1,1,0,19024,4249.223020344739,0.22336117642686812,1
1,1,2,347,184,1,0,1,63848,12749.94284882615,0.1996921258117114,0
1,1,2,457,146,0,1,3,66722,25661.741493079655,0.38460689867029846,1
1,1,2,175,195,0,2,1,34125,4270.9926506706715,0.12515729379254714,0
0,1,2,392,152,1,1,3,59584,13753.923140488094,0.23083249094535604,1
0,2,0,353,67,1,1,3,23651,7275.191372722997,0.3076060789278676,1
0,0,1,392,22,1,1,3,8624,2111.979176605364,0.24489554459709695,1
0,2,0,385,135,1,0,0,51975,19498.80118729576,0.37515731000088043,1
0,3,2,480,194,0,1,0,93120,16974.744647060736,0.18228892447444947,0
0,2,2,287,118,0,1,0,33866,7189.295693410057,0.21228653202061232,1
1,2,2,139,135,1,1,3,18765,1519.6424357515325,0.08098281032515495,0
0,3,2,40,33,1,0,3,1320,347.35758930599104,0.263149688868175,1
1,3,1,384,131,1,0,1,50304,7589.575201284735,0.15087418895683713,0
1,3,2,20,80,0,0,2,1600,169.77306212871858,0.10610816383044912,0
0,2,1,485,178,1,1,0,86330,20769.785280756165,0.24058595251657783,1
1,2,2,311,114,1,2,3,35454,8378.084827254974,0.23630859218296874,1
0,3,1,105,36,1,2,1,3780,289.37818133941494,0.07655507442841665,0
1,0,0,199,143,0,2,1,28457,8377.041006032276,0.2943754087230655,1
0,0,2,462,43,1,1,1,19866,5330.450418814446,0.2683202667277985,1
1,1,1,201,135,0,2,0,27135,3151.8943885641706,0.11615604896127403,0
0,3,0,495,170,1,2,0,84150,18033.530277591977,0.21430220175391534,1
0,1,2,275,101,1,2,2,27775,8391.189151817201,0.302113020767496,1
0,0,2,433,69,1,1,1,29877,7030.133067053102,0.2353025091894468,1
0,1,2,137,98,0,2,0,13426,2529.7427178942153,0.18842117666424962,0
0,3,1,247,98,1,2,1,24206,3941.1836507075627,0.16281846032833028,0
1,3,1,417,89,1,1,3,37113,9784.391650466267,0.2636378533254188,1
1,3,0,364,46,0,0,1,16744,6340.752615577334,0.3786880444085842,1
1,2,1,437,34,0,2,2,14858,4236.174693935057,0.2851106941671192,1
0,1,1,121,69,0,0,0,8349,635.8687423108595,0.07616106627271044,0
1,0,2,325,55,1,2,3,17875,3775.9103653476,0.21123974071874685,1
0,0,2,455,27,0,1,0,12285,4444.571059462821,0.3617884460287196,1
0,0,2,352,98,1,0,3,34496,2865.301544152003,0.08306184903038041,0
1,2,2,154,150,0,0,1,23100,9150.060132632037,0.3961064992481402,1
1,2,2,74,66,0,0,1,4884,1866.5392214974834,0.3821742877758975,1
0,3,2,256,124,0,0,2,31744,2456.860790701213,0.07739606825545656,0
1,0,2,232,117,1,2,2,27144,10224.999909598953,0.37669466215734426,1
0,2,0,488,115,1,2,3,56120,9938.65033787636,0.17709640659081183,0
0,3,0,499,179,1,0,2,89321,30873.643629334096,0.3456482084765519,1
0,0,0,322,135,1,2,2,43470,8538.99329163857,0.19643416819964504,0
0,1,0,448,32,1,0,2,14336,2928.834613496144,0.20429928944588058,1
0,3,2,115,20,1,0,2,2300,625.5656882369218,0.27198508184213993,1
1,2,0,190,53,1,1,1,10070,3233.145664238204,0.3210670967465942,1
1,2,2,193,98,1,0,2,18914,1169.3808003623112,0.06182620283188703,0
0,3,0,235,97,1,2,1,22795,5872.09682131436,0.257604598434497,1
0,3,1,274,140,0,0,1,38360,4425.077178751303,0.11535654793407984,0
1,2,0,287,112,0,1,0,32144,5499.270455768179,0.17108233125212105,0
1,1,0,406,117,1,2,1,47502,8160.322652896783,0.17178903315432578,0
0,0,2,98,101,1,1,1,9898,2119.8657366281427,0.2141711190774038,1
1,1,0,185,178,1,1,2,32930,5497.589215078837,0.1669477441566607,0
0,3,1,27,172,1,0,1,4644,406.7047619297154,0.08757639145773372,0
1,1,2,380,57,0,1,3,21660,2187.0114667614475,0.10097005848390801,0
0,2,2,469,33,0,1,2,15477,954.9818958851881,0.06170329494638419,0
1,3,0,433,155,1,2,2,67115,14402.018576643773,0.21458717986506404,1
0,0,2,410,110,0,1,2,45100,17320.956863254425,0.384056693198546,1
1,2,2,408,73,0,0,0,29784,2695.0448013974265,0.0904863282768408,0
1,2,2,115,149,1,0,2,17135,6531.734730662734,0.38119257255107875,1
0,0,2,280,120,1,0,1,33600,10304.33141324942,0.30667653015623275,1
1,0,2,472,108,1,1,3,50976,13922.798642430167,0.27312458102695714,1
0,1,2,328,75,1,2,2,24600,6785.841473335878,0.27584721436324705,1
1,3,1,176,113,0,0,2,19888,6749.085814956841,0.33935467693869875,1
0,0,0,22,112,1,1,3,2464,215.40769104115796,0.08742195253293748,0
1,0,1,346,103,0,0,2,35638,8077.852104130073,0.22666401324793964,1
0,3,2,41,104,1,0,0,4264,1253.538814740356,0.2939818983912655,1
1,0,2,402,41,0,2,1,16482,4209.291101495867,0.25538715577574733,1
0,0,0,49,54,1,0,3,2646,903.5366976746732,0.34147267485815314,1
1,1,1,157,35,1,2,3,5495,413.7465643560818,0.07529509815397303,0
0,2,0,227,69,0,1,0,15663,4569.607633586404,0.2917453638247081,1
0,2,1,228,141,0,0,1,32148,7616.173216742767,0.23690970563465122,1
0,2,2,478,147,0,1,0,70266,12838.041043945148,0.18270630239298022,0
1,2,0,91,132,1,1,1,12012,2031.1840803083128,0.16909624378191082,0
0,0,0,342,190,0,1,0,64980,17368.596567183467,0.2672914214709675,1
1,3,2,217,36,0,0,2,7812,2826.759553352349,0.3618483811254927,1
0,3,0,210,99,0,2,0,20790,4649.9241262747655,0.22366157413539037,1
1,1,1,456,149,0,0,3,67944,23009.446731014792,0.33865310742692206,1
0,1,1,341,151,0,1,3,51491,9822.151990134707,0.19075473364538867,0
1,0,1,437,104,0,2,3,45448,3901.168240758501,0.08583806197761179,0
1,3,1,47,186,0,1,0,8742,625.2891018424964,0.0715270077605235,0
0,3,2,220,113,0,2,3,24860,1689.6603648873188,0.06796702996328716,0
1,2,0,453,153,0,0,3,69309,12687.189166130453,0.1830525496851845,0
1,0,1,336,100,1,2,2,33600,5645.915949829503,0.16803321279254474,0
0,0,2,258,88,1,0,2,22704,6840.214764514386,0.3012779582678993,1
1,2,0,236,88,0,1,1,20768,6437.820930720073,0.30998752555470305,1
1,0,0,57,167,1,2,1,9519,645.3776252649294,0.06779888909180895,0
1,0,2,27,35,1,1,1,945,120.38651920054171,0.12739314201115526,0
0,1,2,409,70,0,2,0,28630,4179.740869517255,0.14599164755561492,0
1,3,1,448,124,0,0,1,55552,13424.929330085473,0.24166419444998333,1
0,0,0,304,184,0,2,0,55936,5626.0612475607095,0.1005803283674326,0
1,1,0,205,189,0,2,0,38745,3753.5933909785554,0.09687942679000014,0
1,3,2,196,85,0,0,1,16660,6336.233012971603,0.3803261112227853,1
1,2,0,354,28,0,0,1,9912,3285.5407259974622,0.33147101755422337,1
0,1,1,233,126,1,0,0,29358,3324.1833154574024,0.11322921573190961,0
1,1,0,327,119,0,2,2,38913,7482.920588159231,0.19229873276692186,0
1,3,2,497,105,1,1,3,52185,9104.596910939621,0.17446769974014795,0
0,2,2,406,83,0,2,3,33698,11014.239350749634,0.32685142592289257,1
1,1,1,374,41,0,2,3,15334,3504.961701446434,0.22857452076734275,1
0,0,1,346,181,1,1,2,62626,5933.651170133504,0.09474740794771347,0
0,0,0,238,176,0,0,0,41888,12928.61483952106,0.30864722210468537,1
1,0,0,399,185,0,2,1,73815,13944.45013943534,0.18891079237872166,0
0,2,2,476,129,1,1,0,61404,8720.810175561526,0.14202348667125148,0
1,1,1,86,116,0,0,0,9976,1809.8909886475467,0.18142451770725207,0
0,0,1,197,37,1,0,1,7289,1634.3016572457338,0.22421479726241375,1
0,2,1,355,90,0,2,2,31950,5434.3892623332085,0.1700904307459533,0
1,0,0,279,146,0,0,3,40734,5485.5264092634325,0.13466702040711526,0
0,3,1,104,116,1,0,3,12064,2285.8349664219268,0.18947571008139313,0
0,1,2,319,20,0,1,0,6380,361.8131097045228,0.056710518762464385,0
0,1,2,141,151,1,1,2,21291,6821.088074432818,0.3203742461337099,1
0,2,0,48,23,1,0,3,1104,121.25310687451517,0.10983071274865504,0
0,2,0,81,144,1,1,2,11664,762.4361946857136,0.06536661477072304,0
1,1,1,290,101,0,0,1,29290,8165.892150316421,0.27879454251677777,1
0,0,0,342,46,0,2,0,15732,5048.047112528904,0.3208776450882853,1
1,0,2,169,190,1,1,0,32110,10751.718695406169,0.33484019605749515,1
0,3,1,196,78,0,0,2,15288,3405.0689345803385,0.22272821393121,1
1,0,2,495,51,0,0,3,25245,3076.8319378745377,0.12187886464149486,0
1,2,1,200,180,0,1,2,36000,11089.068733347818,0.3080296870374394,1
0,2,0,431,47,1,1,1,20257,5973.780731370393,0.29489957700401803,1
0,0,1,129,125,0,2,3,16125,2196.140455594784,0.13619475693611063,0
0,2,1,229,124,1,0,3,28396,10398.408322417954,0.36619271455197755,1
1,1,2,62,89,0,2,2,5518,477.4725969953677,0.08653001032899016,0
0,1,2,231,81,0,2,1,18711,7371.027877847654,0.393940883856964,1
1,0,1,460,53,1,2,3,24380,8559.494571070707,0.3510867338421127,1
1,1,0,421,106,0,1,0,44626,12975.657733602224,0.2907645259176763,1
1,1,0,140,133,1,2,1,18620,7048.833021919671,0.37856246089794154,1
0,3,2,246,125,0,1,3,30750,9311.373949083905,0.30280890891329776,1
0,3,0,255,75,1,1,2,19125,2231.12152386987,0.11665994896051608,0
1,1,2,235,132,0,2,3,31020,6351.489191490798,0.20475464833948412,1
1,0,0,217,32,0,2,0,6944,520.9809503356066,0.07502605851607239,0
0,3,1,415,37,0,0,1,15355,2861.8664017319047,0.18638009780084042,0
1,2,2,105,132,1,2,3,13860,4290.5162487452,0.3095610569080231,1
0,2,2,431,190,1,0,0,81890,15170.546102703624,0.1852551728257861,0
1,2,1,209,58,1,2,3,12122,2007.4390982586526,0.16560296141384695,0
0,0,2,256,189,0,2,3,48384,12501.191947278627,0.2583745028786092,1
1,1,0,81,98,1,2,1,7938,2820.14584291763,0.35527158514961327,1
0,2,0,327,165,1,2,2,53955,3596.322903838924,0.06665411739113936,0
1,0,2,194,170,1,0,2,32980,6098.485227739046,0.1849146521449074,0
0,3,0,15,49,1,0,0,735,77.45743083197634,0.10538425963534195,0
0,1,2,215,117,1,2,0,25155,7379.822662006064,0.2933739877561544,1
1,3,1,41,77,1,2,0,3157,274.6703530483825,0.0870035961508972,0
1,0,2,108,86,1,0,1,9288,2625.557061592659,0.2826827155030856,1
0,2,1,403,90,1,1,2,36270,5446.423064344034,0.15016330477926756,0
1,2,0,396,165,1,1,0,65340,7816.028613356592,0.11962088480802865,0
0,0,1,265,125,1,1,0,33125,12512.087467283425,0.37772339523874493,1
1,2,0,196,26,0,0,3,5096,287.8404350840869,0.05648360186108455,0
0,1,2,85,59,0,0,3,5015,1019.158556484166,0.20322204516134915,1
0,0,0,186,89,1,1,0,16554,953.004631624387,0.05756944736162783,0
0,3,2,324,87,0,1,3,28188,6180.43229398769,0.21925756683651518,1
0,0,2,296,68,0,2,3,20128,4536.178567086118,0.22536658222804642,1
0,1,1,358,71,1,0,3,25418,4132.505844269088,0.16258186498816146,0
0,1,1,264,133,1,0,1,35112,3379.762516360521,0.0962566221337583,0
1,0,1,334,126,1,1,0,42084,7648.162598306181,0.18173563820706637,0
1,0,1,199,48,0,1,0,9552,2725.1094607825553,0.28529202897639816,1
1,2,0,317,168,1,0,3,53256,17246.344914809262,0.3238385330255607,1
0,1,0,354,97,0,2,1,34338,8095.619964681411,0.23576271083584982,1
0,0,0,136,28,1,1,3,3808,976.5312809093062,0.25644203805391447,1
0,0,2,434,194,0,0,1,84196,10121.683594123942,0.12021572989362847,0
0,1,0,296,95,0,0,0,28120,4233.905139626527,0.15056561662967735,0
1,0,0,263,61,1,2,3,16043,1711.2019452244951,0.10666346351832545,0
1,2,0,222,198,1,2,0,43956,6033.109241680944,0.13725337250161398,0
0,1,1,259,198,0,1,1,51282,6600.525352234003,0.12871037307893612,0
1,2,0,93,147,0,1,2,13671,3169.034525564113,0.23180707523693317,1
1,2,2,496,39,1,1,1,19344,4776.8279522055545,0.2469410645267553,1
0,2,1,392,174,1,0,2,68208,25968.940787787615,0.3807315972875266,1
1,2,2,415,185,0,1,0,76775,9093.977750926802,0.11844972648553308,0
0,1,0,397,91,1,0,0,36127,9919.986433351529,0.2745864985565236,1
1,2,1,22,84,0,1,3,1848,621.0032951811299,0.33604074414563306,1
0,2,2,54,132,1,2,2,7128,1754.0904038459594,0.24608451232406836,1
0,0,0,136,43,1,2,1,5848,814.3414759392018,0.1392512783753765,0
0,1,2,435,147,1,0,0,63945,9073.321060520122,0.1418925805070001,0
0,1,2,123,194,0,2,2,23862,1520.92972333307,0.06373856857484997,0
1,3,2,442,102,1,0,1,45084,7073.926628399113,0.1569054792919686,0
0,1,0,285,82,0,0,2,23370,7258.985792408148,0.31061128765118307,1
0,1,0,214,79,1,2,1,16906,1126.467321170193,0.06663121502248864,0
0,3,2,346,118,0,0,1,40828,5175.08572793753,0.12675334887669074,0
1,1,1,447,81,0,2,1,36207,10760.046026019081,0.2971813744861237,1
0,1,1,429,49,1,1,1,21021,6809.291475734893,0.32392804698800687,1
1,1,0,490,41,0,1,2,20090,4206.07140035045,0.20936144352167496,1
0,1,0,394,145,0,2,2,57130,16814.845435049825,0.29432601846752715,1
1,3,0,408,176,0,2,3,71808,13340.724264369672,0.18578325902921222,0
1,1,0,470,188,0,2,2,88360,9363.477015616169,0.10596963575844465,0
0,1,0,282,61,1,2,2,17202,3257.238655653364,0.1893523227330173,0
1,3,1,417,117,1,1,3,48789,12343.0674929619,0.25298873707110003,1
0,0,0,67,50,1,0,2,3350,1279.0924729725139,0.3818186486485116,1
0,2,2,337,177,0,0,1,59649,4417.77393939813,0.07406283323103707,0
0,0,2,228,131,0,1,0,29868,6797.59637823645,0.22758793284573622,1
1,3,1,118,165,1,0,0,19470,3214.923828616981,0.16512192237375353,0
1,2,2,288,141,1,1,3,40608,9254.932448415806,0.22790909299684314,1
0,3,1,183,36,0,0,2,6588,384.6825865608068,0.05839140658178609,0
0,3,1,337,57,1,2,2,19209,3064.9664134619366,0.15955887414555348,0
1,1,2,273,161,1,2,3,43953,14810.13264088906,0.3369538516344518,1
0,2,0,324,129,0,2,0,41796,10193.192047865952,0.2438796068491232,1
0,1,2,483,41,1,1,1,19803,4113.159786833151,0.20770387248564112,1
0,2,2,120,75,0,1,2,9000,1349.4039759033199,0.14993377510036887,0
1,3,1,196,138,1,0,3,27048,4173.908954761208,0.15431488297697457,0
1,3,2,278,166,0,0,1,46148,8495.177735068402,0.18408550175670457,0
1,0,1,432,76,0,0,3,32832,11243.310142344759,0.3424497484875962,1
0,2,0,238,191,0,1,3,45458,17661.552284281595,0.388524622382894,1
0,1,0,165,54,0,0,3,8910,1813.4468067411433,0.2035293834726311,1
0,0,0,482,133,0,2,0,64106,12030.996978267409,0.18767349356171667,0
1,0,2,198,144,1,0,0,28512,9873.499502061577,0.34629277153695204,1
0,0,1,281,148,1,2,3,41588,8293.348466117908,0.19941686222270627,0
0,1,0,384,71,1,1,2,27264,6630.778207314022,0.24320636030347795,1
0,0,1,11,104,0,2,1,1144,149.6690425053373,0.13082958260956057,0
0,1,1,255,184,1,2,2,46920,14555.798642563974,0.3102258875226763,1
1,0,0,219,84,0,2,0,18396,4345.0599860182565,0.23619591139477367,1
1,1,0,410,198,0,1,1,81180,27046.09867597883,0.3331620925841196,1
0,3,1,295,148,1,1,3,43660,14113.376847568104,0.32325645551003446,1
1,3,0,368,40,0,1,2,14720,1843.7045661271873,0.12525166889451,0
1,3,1,22,35,1,1,2,770,231.36378087531702,0.3004724426952169,1
0,3,1,105,142,0,0,3,14910,4920.583927894232,0.33001904278298,1
0,3,0,230,80,0,1,2,18400,3148.9306306386247,0.1711375342738383,0
1,0,2,247,73,1,2,0,18031,1990.8602201593194,0.1104131895157961,0
0,0,0,103,187,0,1,3,19261,980.7942820164568,0.05092125445285586,0
1,0,2,347,45,1,0,2,15615,3245.051190067328,0.20781627858260188,1
0,1,1,278,99,0,0,3,27522,4770.9787730942,0.17335145603859456,0
1,1,1,180,84,1,0,1,15120,3692.5828406040646,0.24421844183889316,1
0,1,2,478,119,0,2,3,56882,6587.75370002236,0.11581438240607503,0
1,1,1,103,93,1,1,2,9579,3361.107698384008,0.35088294168326634,1
1,3,2,158,190,1,1,0,30020,4209.234050604548,0.1402143254698384,0
1,3,2,121,36,0,1,3,4356,563.0145759166312,0.1292503617806775,0
0,3,1,64,140,1,2,3,8960,1955.5192811349405,0.2182499197695246,1
1,2,2,346,42,0,2,2,14532,3263.856076968128,0.224597858310496,1
1,0,0,433,154,0,0,0,66682,8353.909629046646,0.1252798300747825,0
0,1,0,476,191,1,0,0,90916,13196.571440854676,0.14515125435407053,0
0,1,1,125,90,1,1,1,11250,1230.7143791737772,0.10939683370433574,0
1,3,1,152,127,1,2,1,19304,5819.404348822644,0.3014610624131084,1
1,1,2,210,98,1,2,2,20580,6575.951292123153,0.3195311609389287,1
0,1,2,189,181,1,1,0,34209,7245.97844935461,0.21181497411074893,1
0,0,2,211,65,0,1,0,13715,4113.546230643756,0.29993045793975615,1
0,3,2,373,97,1,0,1,36181,11128.45744549105,0.30757738717810595,1
0,0,0,488,35,0,0,1,17080,1680.6111044579397,0.09839643468723301,0
0,2,0,62,90,1,0,2,5580,2165.9456825018506,0.3881623086920879,1
1,2,1,480,115,1,1,0,55200,18622.33721790305,0.3373611814837509,1
0,2,2,393,166,1,1,3,65238,7930.932214522597,0.12156921141853823,0
1,3,2,189,21,0,0,1,3969,457.06115940665353,0.1151577625111246,0
1,1,1,423,29,1,0,2,12267,1152.8698454886596,0.09398140095285397,0
1,3,2,426,197,0,2,0,83922,8260.652003975007,0.09843249688967144,0
0,3,2,322,144,0,2,0,46368,14460.168204076905,0.3118566296600437,1
1,1,2,317,100,0,0,1,31700,6795.8139808782635,0.21437898993306825,1
1,0,2,146,159,1,0,2,23214,7521.9618600941485,0.3240269604589536,1
0,2,2,191,89,0,2,3,16999,5289.9054321707,0.3111892130225719,1
1,0,1,376,169,1,0,1,63544,16624.02859344153,0.26161444972682757,1
1,2,2,10,51,0,2,2,510,148.01643927429433,0.29022831230253787,1
0,3,1,53,124,1,2,0,6572,370.82183721690194,0.05642450353269963,0
1,2,2,236,103,0,2,3,24308,3867.9418634877657,0.15912217638175769,0
1,3,0,340,148,1,1,2,50320,13749.324221116733,0.2732377627407936,1
1,0,0,107,77,1,1,3,8239,438.8975751206081,0.053270733720185474,0
0,3,0,217,165,1,0,2,35805,2203.50881399434,0.0615419302889077,0
0,0,0,274,153,0,2,2,41922,14595.596800393194,0.34816079386463417,1
0,1,1,297,64,0,1,2,19008,5501.080599865016,0.28940870159222515,1
1,1,1,280,116,1,0,2,32480,4640.7231261120705,0.1428794065921204,0
1,1,2,149,42,0,0,3,6258,1819.7450087120085,0.2907869940415482,1
0,3,0,490,42,0,0,1,20580,6737.065387810114,0.32735983419874215,1
1,1,1,246,173,0,0,3,42558,6697.692885209892,0.15737799908853545,0
1,2,2,471,154,0,0,2,72534,4541.577298834122,0.06261308212471561,0
0,0,2,450,98,0,2,3,44100,16602.445789555186,0.3764726936407072,1
0,0,1,401,63,0,0,3,25263,4315.247389201881,0.17081294340347072,0
1,2,0,81,46,0,2,3,3726,325.16286749958556,0.08726861714964722,0
1,3,2,164,45,1,1,2,7380,1639.4662988084997,0.2221499049876016,1
1,3,0,199,116,1,0,3,23084,7362.958708288804,0.31896372848244686,1
0,0,0,277,55,0,1,0,15235,1943.6288933694798,0.1275765601161457,0
0,1,0,330,128,1,2,2,42240,6096.140901171644,0.14432151754667719,0
0,3,2,116,74,1,2,3,8584,1158.4129063376633,0.13495024537950412,0
0,3,0,241,88,1,1,0,21208,8421.390736558982,0.39708556849108745,1
1,2,2,51,80,0,0,3,4080,485.8925317672148,0.1190913068056899,0
0,2,0,199,149,0,0,1,29651,7455.212483641891,0.25143207593814343,1
0,1,2,380,74,0,1,3,28120,10512.454603187844,0.37384262457993755,1
0,3,0,148,141,0,1,3,20868,2116.3031597695244,0.10141379910722276,0
0,3,1,112,116,0,1,1,12992,5064.268208544007,0.38979896925369517,1
0,2,0,180,99,1,0,2,17820,6800.415510925511,0.38161703203846864,1
1,3,0,360,106,0,0,1,38160,13722.343459150155,0.3596001954703919,1
1,0,2,282,57,1,0,2,16074,2010.7735333504597,0.1250947824655008,0
0,2,2,490,138,0,1,1,67620,18387.181010611945,0.2719192696038442,1
1,1,0,425,97,1,0,3,41225,13039.962840489494,0.31631201553643407,1
0,2,1,230,176,0,2,3,40480,15994.043686687017,0.39510977486875043,1
0,3,1,222,173,0,1,2,38406,4345.575058799989,0.11314833772847964,0
1,1,2,350,54,0,0,2,18900,6012.261325320146,0.3181090648317538,1
1,2,1,433,98,0,1,0,42434,7153.541095640489,0.16858040947448955,0
0,0,0,416,86,0,2,0,35776,3987.924351256298,0.11146926294880082,0
0,0,2,65,106,0,2,3,6890,1360.6504937372113,0.19748192942484924,0
0,2,0,399,176,1,1,3,70224,23022.416583153554,0.32784256925201577,1
1,0,2,351,53,0,1,0,18603,3956.8103144072693,0.21269743129641827,1
0,0,2,443,116,1,2,0,51388,12237.182975631991,0.238133085071067,1
0,0,2,111,188,0,1,2,20868,8311.845300219646,0.3983057935700424,1
0,1,2,430,188,1,2,1,80840,15334.398521677813,0.18968825484509913,0
1,0,1,201,170,1,2,2,34170,9068.385325945155,0.26539026414823397,1
0,0,0,319,90,1,0,0,28710,5105.656359932064,0.17783547056538015,0
0,0,0,209,22,1,1,3,4598,862.0099406367849,0.18747497621504675,0
1,1,0,242,77,1,1,0,18634,5468.5994298956075,0.29347426370589286,1
0,2,2,442,51,1,0,3,22542,8526.746875295803,0.37826044163320927,1
0,3,1,236,50,0,2,3,11800,2829.9424655332878,0.23982563267231252,1
1,0,0,380,101,1,1,3,38380,12240.91624556896,0.31893997513207295,1
0,2,1,148,62,0,0,3,9176,745.295784296561,0.08122229558593734,0
1,0,2,353,154,0,0,1,54362,6735.740630806045,0.12390531310117445,0
1,1,0,314,124,1,1,0,38936,8789.649149795021,0.22574607432183638,1
0,2,1,158,20,1,0,2,3160,180.13296633342495,0.05700410327007119,0
0,1,2,124,80,0,2,3,9920,1373.9124862636043,0.13849924256689558,0
0,0,1,459,33,1,0,3,15147,3500.327067942567,0.23109045143873816,1
0,0,0,72,199,1,2,2,14328,791.4274170156968,0.05523641938970525,0
1,1,0,113,25,1,2,2,2825,402.8201405059988,0.1425912001791146,0
0,3,2,348,122,1,1,3,42456,9761.09236508363,0.22991078681655433,1
1,1,2,368,29,1,0,2,10672,2674.4270710595492,0.250602236793436,1
0,0,2,165,90,1,2,2,14850,5554.094424654951,0.37401309256935694,1
0,1,1,282,109,1,2,1,30738,8479.721818617016,0.2758709681377128,1
0,3,1,15,177,0,0,2,2655,518.1432445009967,0.19515753088549784,0
1,1,1,156,168,1,2,0,26208,9844.325277606205,0.37562291199657377,1
0,3,2,193,145,0,0,0,27985,9086.9826015376,0.3247090441857281,1
0,3,0,495,116,0,1,0,57420,6890.579287602888,0.12000312238946165,0
0,1,0,37,93,0,2,3,3441,329.62999789045114,0.09579482647208694,0
0,1,1,459,134,0,2,0,61506,17623.564663797388,0.28653407250995655,1
1,2,1,47,189,1,0,1,8883,2184.854755937122,0.24595910795194437,1
0,0,0,128,70,0,0,0,8960,2924.416452854082,0.3263857648274645,1
1,3,0,302,75,0,0,3,22650,6989.377034498788,0.3085817675275403,1
1,2,1,380,60,0,0,1,22800,6129.18804018297,0.2688240368501303,1
1,1,1,253,51,0,2,0,12903,5099.701206184659,0.3952337600701123,1
