Company,Sales,ProfitMargin,Age,Income,Gender,Location,Review
Costcutter,58616.03711197743,0.11463721484791681,47,22919.517726580834,Female,London,Great prices and excellent service
Costcutter,51256.40205871034,0.11088577915009153,38,58475.09829391327,Male,London,Limited product availability
Musgrave,102693.92012238536,0.1222760269272917,54,29406.89501251009,Male,London,Very clean and organized store
Costcutter,41515.03190679475,0.16658967846402398,75,50634.56214953256,Female,Liverpool,Bad shopping experience
Musgrave,138192.34554648568,0.20891521097173799,50,39330.2639394762,Female,Birmingham,Very satisfied with quality
Costcutter,62245.287504879954,0.1448159993951351,45,43743.73232450114,Female,Dublin,Excellent product selection
Musgrave,127539.82697104562,0.20834563883622503,69,22242.418368758794,Female,Birmingham,Very clean and organized store
Costcutter,48437.64298593549,0.09763474032872828,39,28623.512439499045,Male,Birmingham,Too expensive
Musgrave,146424.1673112017,0.18275134024649173,39,37431.85390683707,Male,Dublin,Limited product availability
Costcutter,37209.732583089,0.13980509747246958,31,47965.76373356221,Female,London,Very satisfied with quality
Costcutter,56106.282430709536,0.12113008946631298,71,23312.59379331106,Female,Dublin,Very clean and organized store
Costcutter,71849.93854497251,0.10922993178295168,55,50654.08971893493,Female,Liverpool,Bad shopping experience
Costcutter,57943.77787158719,0.13975284107190558,24,49237.62771707813,Female,Manchester,Very satisfied with quality
Costcutter,54251.60000799419,0.12178455332547326,32,39126.35095642826,Male,London,Very satisfied with quality
Musgrave,144704.7219484134,0.17209864045564457,72,30323.018458201088,Male,Liverpool,Long waiting time
Musgrave,135435.868976028,0.18732230866391142,53,13287.672038043122,Male,Dublin,Great prices and excellent service
Costcutter,47670.64758470996,0.09943900078786211,60,27142.290664788365,Male,Manchester,Too expensive
Costcutter,21559.104691637585,0.08565942610415453,51,35967.33533048115,Male,Dublin,Very clean and organized store
Costcutter,42941.46727134074,0.11510206097201178,64,22803.655484112427,Female,London,Limited product availability
Costcutter,51695.57346081308,0.13247766374945721,69,11138.647866967343,Male,Dublin,Long waiting time
Musgrave,122942.61168568063,0.1573605354431055,32,33306.134250915275,Female,Manchester,Very clean and organized store
Musgrave,84413.08786681807,0.21963053928489112,39,50560.40196207706,Male,Birmingham,Great prices and excellent service
Musgrave,118222.0838052183,0.218838220026101,51,33274.650899927045,Female,Dublin,Limited product availability
Costcutter,27778.498596786765,0.09831549645692095,49,40734.440804872414,Female,Dublin,Excellent product selection
Musgrave,116323.01470902936,0.21380591192901524,46,32915.310208801144,Male,Dublin,Very clean and organized store
Musgrave,105192.25626964441,0.1382273772408462,52,12585.686323742982,Female,Dublin,Very clean and organized store
Costcutter,37617.05050788752,0.12139566632014534,68,43757.991772076915,Female,Liverpool,Poor customer service
Costcutter,23610.74511339932,0.06285405772603259,22,42224.538166509235,Male,Dublin,Poor customer service
Musgrave,151705.96695426645,0.20102044480696438,26,21530.864492107943,Female,Manchester,Very clean and organized store
Musgrave,119984.90117102828,0.17236654245577449,66,24611.942853621746,Male,Birmingham,Friendly staff and fast checkout
Musgrave,123567.25133082063,0.1897785455445358,58,37064.00465088989,Male,Birmingham,Friendly staff and fast checkout
Costcutter,27453.935812701,0.13568146399984948,57,37025.2851114879,Female,London,Limited product availability
Costcutter,31221.86648386047,0.15558953963045621,59,34668.50874221367,Male,London,Great prices and excellent service
Costcutter,46222.80243971475,0.14925290152609147,68,52996.743869102735,Male,Liverpool,Friendly staff and fast checkout
Costcutter,44810.5486669153,0.11272188404363628,21,23840.697298244064,Male,Birmingham,Bad shopping experience
Costcutter,42146.221894334834,0.05037358206095293,29,50696.14901164568,Female,Birmingham,Bad shopping experience
Costcutter,32377.664388775338,0.11631967677761612,72,33057.039160909095,Female,Dublin,Very clean and organized store
Musgrave,132975.40438336716,0.16768827231370093,35,20906.321484871834,Female,Dublin,Great prices and excellent service
Musgrave,141356.8550972965,0.16661660414438148,38,40140.69093008469,Female,Dublin,Poor customer service
Costcutter,43409.19965187652,0.1502731279049331,46,32464.516094270708,Male,London,Bad shopping experience
Musgrave,92399.85953363187,0.1726112778063922,20,33551.48585065808,Female,Birmingham,Excellent product selection
Costcutter,51823.66613802362,0.11737700338659768,39,28545.33331690114,Female,Dublin,Too expensive
Costcutter,74379.77812226326,0.07994119037666701,68,46033.29805553002,Female,London,Friendly staff and fast checkout
Musgrave,94107.39031347618,0.20489698869908324,23,40049.18853559597,Male,Liverpool,Too expensive
Costcutter,67894.38033030413,0.16668789574204562,34,37662.99922093417,Male,London,Too expensive
Costcutter,33576.45503798316,0.07261834857928347,35,47714.070844849724,Female,London,Very satisfied with quality
Costcutter,63046.69566222103,0.1174714887018378,31,26628.31805167396,Female,Dublin,Limited product availability
Musgrave,138866.10422455237,0.24178098946798643,49,12200.318875212306,Male,Liverpool,Bad shopping experience
Costcutter,30240.94075354942,0.10830577764846977,19,41027.4262749512,Female,Birmingham,Poor customer service
Costcutter,54684.59394219998,0.0941419716089845,41,23957.881970151273,Male,Liverpool,Long waiting time
Costcutter,69663.8429829316,0.1108786720387943,22,29512.50575363125,Female,Dublin,Poor customer service
Costcutter,50732.59126250008,0.1849462906046212,63,29403.201675768752,Male,Birmingham,Limited product availability
Costcutter,62952.88146970801,0.1684282151526449,45,38724.41000511155,Female,Birmingham,Poor customer service
Musgrave,104107.5420902555,0.18760638453708403,22,53265.93051956842,Female,Liverpool,Too expensive
Costcutter,71205.85050923895,0.09933653367844973,49,15678.7061146535,Female,Birmingham,Poor customer service
Musgrave,104515.35294335843,0.20054443678690825,67,24461.38325726875,Female,Manchester,Long waiting time
Costcutter,51217.74777887134,0.13214355639698816,68,62077.501850714514,Female,London,Too expensive
Musgrave,129302.8447851763,0.18001002267718355,59,29339.6380772136,Female,Liverpool,Very satisfied with quality
Musgrave,120565.16111083682,0.19777226015245075,59,39268.50673891124,Male,Manchester,Limited product availability
Costcutter,67906.10415259136,0.15053104502856476,51,32618.220300455185,Female,Manchester,Limited product availability
Musgrave,125084.3904245691,0.11788822723183902,29,32201.751678985504,Male,Liverpool,Poor customer service
Musgrave,112890.33837659197,0.133116287730714,37,22844.312905916307,Female,Liverpool,Poor customer service
Musgrave,127492.8941859432,0.18067234451751388,29,29059.909772798717,Male,Manchester,Very satisfied with quality
Costcutter,62650.49415085273,0.16066442139229783,53,42965.61619405944,Female,London,Very satisfied with quality
Costcutter,46754.50626092002,0.1303729042773076,42,30387.27497283679,Male,London,Great prices and excellent service
Costcutter,63449.957716671626,0.12192240937711912,42,42176.87317823275,Female,Birmingham,Friendly staff and fast checkout
Musgrave,115015.83377208564,0.2027750267910904,49,42610.09169865722,Male,Birmingham,Excellent product selection
Musgrave,107209.18383989087,0.15079444304711512,75,23006.124990907654,Female,Liverpool,Limited product availability
Costcutter,25513.089827597214,0.18357512605445522,24,48867.20343972955,Male,Manchester,Poor customer service
Musgrave,88107.02086482207,0.15721801767998494,65,28882.74494132498,Male,Liverpool,Limited product availability
Musgrave,114324.81045704211,0.186869018464603,31,31502.558309699718,Female,London,Poor customer service
Costcutter,68256.82078287093,0.09555086206895719,36,36166.545766732364,Male,Liverpool,Friendly staff and fast checkout
Costcutter,62599.670840340616,0.11234997387047717,60,33348.65411877656,Male,Liverpool,Bad shopping experience
Costcutter,44171.57746368198,0.10986137233696494,54,42164.292193192596,Male,Manchester,Friendly staff and fast checkout
Musgrave,128409.02476281028,0.23694614104864556,70,32847.00119414904,Male,London,Too expensive
Costcutter,57438.84773338569,0.12225506647337755,61,20730.293560648814,Female,Dublin,Very clean and organized store
Musgrave,112675.72614645412,0.2472587880937573,44,45755.32736573764,Female,Manchester,Long waiting time
Costcutter,44387.702665314595,0.14204898677310124,44,27669.673086257724,Male,Birmingham,Too expensive
Musgrave,119823.42161798553,0.20248676593444304,53,40785.096453122875,Female,Liverpool,Very clean and organized store
Musgrave,166720.6152636868,0.1971657992826467,68,30047.978812355937,Male,Dublin,Limited product availability
Musgrave,84598.77391900198,0.20895097538703747,73,33164.85049855398,Male,Manchester,Great prices and excellent service
Musgrave,99934.86633070494,0.15579682790118138,34,55238.44023189379,Female,London,Very satisfied with quality
Costcutter,27983.967146716845,0.15269951557366454,70,28411.4505770891,Male,Dublin,Very clean and organized store
Costcutter,52225.78520903567,0.11008092155229883,73,50734.10796727824,Female,London,Very clean and organized store
Musgrave,116035.89541848566,0.16927063520787441,68,17793.12716832103,Male,Liverpool,Poor customer service
Costcutter,28346.69590224356,0.11171515124121628,33,11895.62936640391,Female,Birmingham,Bad shopping experience
Musgrave,105055.57388050508,0.11774665866095058,37,25092.969226726113,Male,Dublin,Long waiting time
Musgrave,88143.01840997624,0.22982651982889907,55,38079.868298735615,Male,Birmingham,Very satisfied with quality
Musgrave,118439.44506120888,0.196176493199016,22,37861.03863138313,Male,Birmingham,Great prices and excellent service
Costcutter,57140.94000095598,0.11952804263645997,23,61649.093394549316,Female,London,Great prices and excellent service
Costcutter,19412.657818792668,0.15965803135422085,23,38617.833915494244,Female,Birmingham,Friendly staff and fast checkout
Costcutter,51204.96972012225,0.1259671873498375,37,36428.75140621495,Male,London,Long waiting time
Costcutter,26574.635458980567,0.13963523702274522,51,39578.21153702876,Male,Manchester,Very satisfied with quality
Costcutter,57042.631472254485,0.09867747288447005,46,60690.47034162374,Female,Liverpool,Great prices and excellent service
Costcutter,45624.20024836548,0.12284410914919659,25,51336.65038931006,Female,Dublin,Excellent product selection
Costcutter,42338.39081792639,0.08888560978382402,25,45273.43364674282,Male,Manchester,Excellent product selection
Musgrave,99713.98407464092,0.16859234751423832,38,33339.76290375765,Female,London,Great prices and excellent service
Costcutter,52153.397680545946,0.06320009418179921,18,27022.743561178486,Female,London,Poor customer service
Costcutter,59597.27141763986,0.1296308477997492,53,49328.834239219104,Female,Liverpool,Friendly staff and fast checkout
Musgrave,118964.9087624589,0.12316751533743822,44,46238.2730071223,Male,Birmingham,Poor customer service
Musgrave,110479.91734214508,0.21755001932908982,72,42748.974713940595,Female,Manchester,Bad shopping experience
Costcutter,58949.721511450334,0.09898664255331491,23,20561.847261040366,Male,Birmingham,Great prices and excellent service
Musgrave,86064.38410817129,0.27507131895731063,47,19959.914020557877,Female,Dublin,Limited product availability
Musgrave,135422.9475224564,0.17216658666323512,31,38308.8170906382,Male,Manchester,Very clean and organized store
Musgrave,85641.35755838225,0.14916980332764065,28,38215.49723406093,Female,Dublin,Long waiting time
Costcutter,57825.6916267628,0.11987151150456267,61,9322.849323909613,Male,Dublin,Excellent product selection
Musgrave,126961.66307947628,0.1664899281832399,18,51618.91976450785,Female,Liverpool,Very clean and organized store
Musgrave,126217.42891638612,0.17572973453188845,48,43080.907578449325,Female,Liverpool,Bad shopping experience
Costcutter,39320.979807644515,0.14175689611339368,75,26380.768618113936,Female,London,Great prices and excellent service
Costcutter,74484.84115516054,0.10750047896134571,38,40927.86284675075,Male,London,Very clean and organized store
Musgrave,155686.9855093961,0.1601195483963147,19,41581.61521523559,Female,London,Great prices and excellent service
Costcutter,39559.99495855423,0.19670293870319705,71,24471.138674267997,Female,Manchester,Excellent product selection
Costcutter,38732.931486331494,0.06147683594312348,35,46596.027525879144,Male,London,Very clean and organized store
Musgrave,76344.2235384254,0.2008488584217512,35,43117.975041626916,Female,Liverpool,Great prices and excellent service
Musgrave,76266.50266441597,0.14765123859606855,52,17741.39594797481,Female,London,Bad shopping experience
Costcutter,64602.01075541221,0.1114690459825565,71,37634.58513341018,Female,Dublin,Excellent product selection
Costcutter,59402.5233148381,0.14636136128712562,61,41296.85893992602,Male,Birmingham,Long waiting time
Costcutter,48440.90906770037,0.15364432184518076,47,42171.096225652895,Male,London,Friendly staff and fast checkout
Musgrave,100410.74353529913,0.10990933730875024,36,51516.54598213928,Female,London,Poor customer service
Musgrave,134689.33796527592,0.18191059692017353,64,20135.170093972636,Male,Birmingham,Friendly staff and fast checkout
Costcutter,61577.06727286236,0.09381822713624456,48,47630.224802327546,Female,Dublin,Bad shopping experience
Musgrave,114676.63043849451,0.13976835173949737,37,51857.69748357002,Female,Birmingham,Friendly staff and fast checkout
Musgrave,149987.07495891012,0.20340507208255995,31,36336.64033431578,Male,Liverpool,Long waiting time
Musgrave,162704.02508027683,0.24212623471784828,26,45012.792400834485,Female,Manchester,Too expensive
Costcutter,65324.42222701987,0.06915172402452545,23,45708.31241177274,Female,Liverpool,Friendly staff and fast checkout
Costcutter,33255.64743177592,0.1702430581119336,47,28434.4274014137,Male,Liverpool,Very satisfied with quality
Musgrave,121336.408808081,0.12737276247023233,23,34054.87689693895,Female,Birmingham,Poor customer service
Musgrave,84582.00443461938,0.18301005371439594,28,42149.00301728417,Male,Birmingham,Bad shopping experience
Costcutter,52887.21895276956,0.1176221437050276,60,32827.891844865095,Male,Birmingham,Limited product availability
Costcutter,27211.900996153752,0.13303262814333938,55,32273.42537401103,Female,Dublin,Very satisfied with quality
Costcutter,57696.891593191714,0.13358115790397251,75,20521.733751962376,Female,Birmingham,Poor customer service
Costcutter,58438.8574113867,0.13194624027838428,59,41714.11222145192,Male,Manchester,Excellent product selection
Costcutter,21411.457006178283,0.12706404972391827,44,28915.97884656177,Male,Dublin,Friendly staff and fast checkout
Costcutter,31654.421774441325,0.11377561668490896,26,26388.698592943725,Male,Birmingham,Excellent product selection
Costcutter,27535.149138565255,0.09029207075280438,42,23861.362152285466,Male,London,Limited product availability
Musgrave,90991.8983422077,0.24091958951235426,56,29111.931837229175,Male,Birmingham,Excellent product selection
Musgrave,109314.65521414169,0.12475506853703344,29,43289.02729615627,Male,Liverpool,Poor customer service
Costcutter,67440.31245184474,0.15031516469395959,58,63174.81297023577,Male,Liverpool,Very clean and organized store
Costcutter,84461.33040862816,0.1330168893015421,48,19933.069326605248,Female,Manchester,Very satisfied with quality
Costcutter,48502.03981379212,0.06580388924495612,20,40688.63797804305,Female,Liverpool,Too expensive
Costcutter,35745.9181352149,0.15582546127711638,42,26726.300476911158,Female,Birmingham,Very clean and organized store
Costcutter,50496.79725767306,0.10989165227117953,45,33131.997567868355,Female,Birmingham,Very satisfied with quality
Costcutter,23058.442813331658,0.1880366089424637,63,36899.05668776511,Male,Dublin,Bad shopping experience
Costcutter,55818.25267807093,0.12731797140210568,39,31509.57471513646,Male,Dublin,Excellent product selection
Costcutter,61473.76745266913,0.13740601500156538,43,17786.060300137695,Male,Birmingham,Long waiting time
Costcutter,66437.05806245451,0.15426798782014578,49,25395.207335824678,Male,Birmingham,Great prices and excellent service
Musgrave,117622.66053253727,0.19343240014841737,35,34008.65343986917,Male,London,Friendly staff and fast checkout
Costcutter,44084.556134903425,0.17186993501074413,18,43161.561978149875,Male,Birmingham,Excellent product selection
Costcutter,34812.69386876752,0.1623078315722162,18,31012.63522501751,Female,Birmingham,Excellent product selection
Musgrave,139320.5697983457,0.22093151487709314,71,31329.044925354265,Female,Dublin,Excellent product selection
Musgrave,92071.97244893308,0.14152903385958673,75,34326.92330141191,Female,London,Friendly staff and fast checkout
Costcutter,60387.146027857336,0.13340471017854544,52,24513.532849069492,Female,London,Limited product availability
Costcutter,53337.166197459665,0.10622906882255698,60,17530.974079672575,Female,Liverpool,Great prices and excellent service
Costcutter,55386.56284343207,0.08806680973173114,74,40537.31620208704,Male,Birmingham,Very clean and organized store
Musgrave,142713.935774805,0.16186645710411177,24,53365.18037939032,Male,Liverpool,Excellent product selection
Musgrave,101244.22858306786,0.1978521193411764,75,40274.52314787301,Male,Liverpool,Poor customer service
Musgrave,83982.7587131706,0.2554730596595676,22,41480.93784387889,Male,London,Great prices and excellent service
Musgrave,105382.8702235875,0.2491958584609784,48,47051.75332688459,Male,London,Friendly staff and fast checkout
Musgrave,134621.97421480055,0.15806835066083902,37,33563.43404098283,Male,Manchester,Too expensive
Costcutter,67461.65504649335,0.10902578208761875,46,21828.12283858655,Female,London,Limited product availability
Costcutter,28231.783108472842,0.13300466746558923,56,58402.72232138315,Male,Birmingham,Too expensive
Musgrave,127649.61159401866,0.23278197900657124,19,27651.193699170886,Female,Liverpool,Poor customer service
Musgrave,137407.51856736935,0.17746120533987092,29,-5358.763314270748,Female,Liverpool,Poor customer service
Costcutter,45438.10101102612,0.14274180470754705,30,37320.95641698923,Male,London,Excellent product selection
Musgrave,74661.73247182742,0.13452976988181767,54,55719.96718801217,Female,Manchester,Too expensive
Musgrave,82188.00796633863,0.19298221238699315,48,-2779.1445692988095,Male,Liverpool,Too expensive
Musgrave,132647.4359237026,0.1802835528801536,44,38688.717029214575,Male,Dublin,Very satisfied with quality
Musgrave,102168.68058157517,0.1808109980424829,52,43272.57677726421,Male,Birmingham,Poor customer service
Musgrave,141956.8343468886,0.08650595194231013,74,25599.83524701519,Male,Liverpool,Great prices and excellent service
Musgrave,40964.62337175481,0.13328819439980732,34,42281.04102806427,Female,Dublin,Bad shopping experience
Musgrave,131139.01632277528,0.13659176437805493,69,37209.42390331336,Male,Dublin,Bad shopping experience
Costcutter,60379.666598846175,0.09938199453602083,43,53257.673773570765,Female,Liverpool,Too expensive
Musgrave,123076.98270176108,0.2164405344215438,71,34288.18952792304,Male,Manchester,Bad shopping experience
Musgrave,113398.20051929165,0.12183624349090913,43,38876.86600061767,Female,London,Poor customer service
Musgrave,169826.03651177126,0.21507778963938332,46,33461.291398853966,Male,Birmingham,Long waiting time
Costcutter,39468.287110190926,0.11501530198489293,68,35840.32241110913,Male,London,Friendly staff and fast checkout
Costcutter,43858.03265102744,0.12886789964422554,60,42487.05826567965,Female,Liverpool,Friendly staff and fast checkout
Costcutter,45761.478550210515,0.03709948227166592,46,33467.450482960616,Male,Dublin,Friendly staff and fast checkout
Costcutter,56398.02545644958,0.13658627780544372,74,29055.62423730231,Male,London,Limited product availability
Musgrave,130920.74230625767,0.1716245935125692,45,30642.640151164178,Male,Birmingham,Very clean and organized store
Costcutter,40147.9642966345,0.11844310423748872,19,45040.75188349539,Male,Liverpool,Excellent product selection
Costcutter,83276.60358595401,0.13096322564596646,44,20928.475368415824,Male,Liverpool,Poor customer service
Musgrave,136404.97754016076,0.2311954411820514,55,49858.780849567636,Female,Dublin,Poor customer service
Costcutter,45287.5246520738,0.07702619012447276,53,56778.57616438156,Male,Manchester,Long waiting time
Musgrave,143828.39804977938,0.18103435739240561,53,12275.70025675265,Female,London,Excellent product selection
Costcutter,39256.6134114423,0.10460108904352472,53,2666.4156592899353,Female,Dublin,Poor customer service
Costcutter,27472.373849230953,0.09095465710976805,18,49809.4694237524,Male,Birmingham,Friendly staff and fast checkout
Costcutter,44957.792818151145,0.08425951536838819,46,28944.4487951631,Male,Liverpool,Friendly staff and fast checkout
Musgrave,126313.78852271261,0.15531736398186693,66,16740.542973023243,Female,Manchester,Excellent product selection
Musgrave,79501.77289311033,0.14806497291516646,35,38920.45631270314,Male,London,Poor customer service
Musgrave,144755.68401323966,0.22711030099626892,20,44273.24677146937,Male,Manchester,Long waiting time
Musgrave,101009.57712409987,0.13715968917091045,21,14230.660245706373,Female,London,Excellent product selection
Musgrave,149544.25295919424,0.1650279417557211,43,45955.73616464518,Female,Manchester,Bad shopping experience
Musgrave,65162.07590046905,0.21620565566443276,28,23800.10816877527,Female,Liverpool,Friendly staff and fast checkout
Musgrave,112893.99944328865,0.18603446606646662,58,15402.381846182554,Female,Dublin,Very satisfied with quality
Musgrave,83520.77720846393,0.16195786506341756,51,41319.23197091312,Male,Dublin,Excellent product selection
Costcutter,33725.27143932874,0.11987387774963629,73,39505.797936035706,Male,Manchester,Very satisfied with quality
Musgrave,141541.20879591905,0.13051651208402842,31,22017.99181396153,Male,Dublin,Excellent product selection
Costcutter,44022.830914660146,0.10825091118629969,34,32770.855762300496,Male,Manchester,Very clean and organized store
Musgrave,116351.07561936125,0.1279642159753761,24,18102.652482787173,Female,Manchester,Great prices and excellent service
Musgrave,99806.10694811193,0.18564755327495192,38,19052.26820509415,Female,Manchester,Friendly staff and fast checkout
Costcutter,46965.6458449054,0.09376587324432901,47,29488.13990980784,Male,Dublin,Poor customer service
Costcutter,70696.08663691893,0.12464643531108498,30,22163.606904579934,Male,Dublin,Great prices and excellent service
Musgrave,99225.63780053858,0.18518686866100253,53,50414.45333235436,Male,London,Friendly staff and fast checkout
Musgrave,129402.71476177,0.1933417354819785,55,49625.72979313509,Female,London,Very clean and organized store
Costcutter,67422.90867404755,0.15131265897639937,28,22068.51752426555,Male,London,Excellent product selection
Musgrave,176676.1784035931,0.18271952852600815,46,24985.656178919427,Female,Birmingham,Limited product availability
Costcutter,32099.778171725433,0.10913288838753422,31,38136.870323881965,Female,London,Friendly staff and fast checkout
Musgrave,160614.03096321682,0.21382296830891034,46,52870.114099851875,Male,Dublin,Excellent product selection
Musgrave,59787.640408589075,0.16478281395039104,50,24660.769625881014,Male,Dublin,Very satisfied with quality
Costcutter,76679.87521068966,0.11224398375478979,55,36547.033325232485,Female,Liverpool,Friendly staff and fast checkout
Musgrave,137196.5766568349,0.15165854312279722,58,9313.974650713215,Male,London,Long waiting time
Costcutter,49210.81786655104,0.15675883805042345,35,51049.206206231975,Female,Dublin,Long waiting time
Musgrave,124692.57510026457,0.11960088424769813,28,28739.97500948579,Female,London,Long waiting time
Costcutter,62777.452509790724,0.12270014834120732,42,20149.32972074381,Female,Manchester,Poor customer service
Costcutter,28182.433205831512,0.15279541518331496,56,34589.84711174672,Male,Dublin,Limited product availability
Costcutter,30716.394271567064,0.1063688303975315,69,25561.929500425602,Male,Birmingham,Excellent product selection
Costcutter,48575.65338165188,0.12068068685225188,18,25172.39754391089,Female,Dublin,Great prices and excellent service
Costcutter,59984.94535465741,0.10669022442724005,70,37316.00243659172,Male,Manchester,Excellent product selection
Musgrave,135207.401229631,0.17279022447768677,74,17903.800554645033,Female,Liverpool,Great prices and excellent service
Costcutter,59096.859142540976,0.1097287977319493,49,25424.818877458216,Female,London,Excellent product selection
Musgrave,63822.6742367014,0.15177251153778445,41,37068.68543232316,Female,Liverpool,Bad shopping experience
Musgrave,115597.34724425328,0.17786420245451484,50,47718.60409126319,Female,Birmingham,Bad shopping experience
Costcutter,79450.61855750486,0.09157886994694552,49,40853.91272937737,Female,Dublin,Friendly staff and fast checkout
Musgrave,159149.99034696745,0.18207126742811458,23,24426.315595422006,Male,Manchester,Friendly staff and fast checkout
Musgrave,80974.40742489246,0.21223235965114692,65,43835.40940858449,Female,Manchester,Very clean and organized store
Costcutter,61333.40785531117,0.0834600524882924,41,28780.897020492514,Female,Manchester,Bad shopping experience
Musgrave,108144.86515198956,0.24240311627693198,52,16826.21887017531,Female,Liverpool,Great prices and excellent service
Costcutter,22788.005553417195,0.13617866619109723,53,52115.265044535954,Female,London,Excellent product selection
Costcutter,41569.08752595044,0.14809541196067605,55,38347.439672919274,Female,Manchester,Very clean and organized store
Musgrave,75573.62409011886,0.11398451830409959,48,33000.22095190326,Female,London,Poor customer service
Costcutter,67392.59124688372,0.14434811519488105,48,30583.442889036964,Female,Manchester,Very satisfied with quality
Musgrave,132771.06120995776,0.23008687579823697,56,37217.364968141745,Female,Manchester,Friendly staff and fast checkout
Musgrave,112344.11643759925,0.1787218728688165,26,42710.790628613264,Female,Birmingham,Long waiting time
Costcutter,46507.27449858089,0.15967012849147225,52,31627.67121691191,Female,London,Long waiting time
Musgrave,82354.7737209266,0.1646672101112045,28,27134.73136374004,Male,Liverpool,Very clean and organized store
Costcutter,50543.441230838696,0.13166379734705336,67,51722.301182341216,Male,Manchester,Very satisfied with quality
Musgrave,139252.21624651342,0.13019143359443164,25,26973.62448462207,Female,Liverpool,Bad shopping experience
Costcutter,40438.32726382448,0.06263575674117233,74,32702.815953253594,Female,Manchester,Very clean and organized store
Musgrave,138995.24712608717,0.1366448355563404,43,10358.149704145431,Female,Dublin,Limited product availability
Musgrave,160587.4606734651,0.15748379812916313,24,36130.261615803334,Male,Liverpool,Excellent product selection
Musgrave,134648.46853571053,0.2221216183989199,71,31193.322047254114,Male,Manchester,Friendly staff and fast checkout
Costcutter,45868.89816854886,0.055939602897794996,70,23755.409915064047,Female,Liverpool,Very clean and organized store
Musgrave,132539.20667911993,0.14159429221578504,47,38491.383193088375,Male,Liverpool,Great prices and excellent service
Costcutter,84323.13230913205,0.054274917928315056,35,30958.05948146383,Male,Manchester,Long waiting time
Costcutter,42127.359500473714,0.10609406922143946,50,18095.819331443105,Male,Liverpool,Limited product availability
Musgrave,124295.27339367956,0.21010112881413134,41,36680.034206841505,Female,London,Very clean and organized store
Costcutter,53215.92136184674,0.15409942483984054,35,23376.195689705437,Female,Liverpool,Friendly staff and fast checkout
Musgrave,152516.1518502579,0.21050712123532656,40,31950.03539425883,Male,Birmingham,Bad shopping experience
Costcutter,48102.52250190625,0.1401508256885833,70,59934.579539362705,Female,Liverpool,Limited product availability
Musgrave,101177.10161842735,0.25700055756725293,22,50723.9511363928,Female,Birmingham,Friendly staff and fast checkout
Musgrave,158961.65995009235,0.13822351297133376,28,41904.70553378208,Female,London,Very clean and organized store
Costcutter,63552.568945315965,0.10736213345514245,66,39863.140443833785,Female,Dublin,Limited product availability
Costcutter,65394.150373618824,0.13474367632903886,58,31449.34364043301,Male,Birmingham,Very satisfied with quality
Musgrave,91520.07409399262,0.19704819529278642,23,549.3494914303412,Male,Manchester,Great prices and excellent service
Costcutter,21687.934587039064,0.06143949183449557,27,24349.498457671947,Female,Manchester,Long waiting time
Costcutter,58330.23844847639,0.12563239530948814,53,59235.77201338614,Male,Birmingham,Excellent product selection
Musgrave,100057.8131359557,0.23686165611516694,39,38353.9302045637,Male,Birmingham,Too expensive
Costcutter,67910.74772645028,0.1603848522316172,57,41983.55433075192,Male,London,Great prices and excellent service
Costcutter,27800.63034525724,0.16285250987752278,57,45316.89302857332,Male,Birmingham,Bad shopping experience
Costcutter,63249.85805079831,0.1352893407017997,38,23529.286069240614,Female,Birmingham,Poor customer service
Musgrave,67425.3648786336,0.15351980052796446,35,38314.74360187795,Female,Manchester,Limited product availability
Musgrave,99916.941670687,0.19995928097613852,64,21915.15321509448,Male,Dublin,Very clean and organized store
Musgrave,154934.83559615022,0.20263325441699612,60,24941.608297666575,Male,London,Friendly staff and fast checkout
Musgrave,139387.9320453142,0.16672245142111003,36,23978.66938600158,Female,Birmingham,Excellent product selection
Musgrave,115563.59075566883,0.1809699707403852,36,36074.050321895396,Female,Dublin,Great prices and excellent service
Costcutter,36108.941233768135,0.15651091543882628,29,25693.20100026205,Female,Dublin,Limited product availability
Musgrave,146373.06008111447,0.17147941976309655,39,42621.81682813346,Male,Dublin,Excellent product selection
Musgrave,159378.36244004083,0.19813170681986864,38,29070.37843687622,Female,Dublin,Excellent product selection
Musgrave,68679.957996085,0.22290808896580155,34,50052.10420447493,Male,Manchester,Very clean and organized store
Costcutter,58354.66219999245,0.09878774702156821,65,36376.49418546319,Male,Birmingham,Very satisfied with quality
Musgrave,138734.2569328477,0.22593073701377733,38,16284.59453408708,Female,Manchester,Friendly staff and fast checkout
Musgrave,107769.63939634972,0.2480761180304259,66,54231.99546547188,Female,Dublin,Very clean and organized store
Costcutter,33652.242846726636,0.055294779909748085,34,22590.05911683176,Male,Birmingham,Excellent product selection
Costcutter,35593.87899526812,0.15048210482963995,52,19637.238812553052,Female,Manchester,Too expensive
Costcutter,60739.48037499086,0.08530447655727756,26,40114.2029012141,Female,Liverpool,Long waiting time
Costcutter,47278.827719809684,0.13885749776456224,58,42455.381047493225,Female,Liverpool,Excellent product selection
Costcutter,57827.8961657471,0.13867247788395004,24,37903.30286619176,Male,London,Excellent product selection
Musgrave,83654.75780396113,0.19007919532096593,54,39882.96442253725,Female,Dublin,Too expensive
Musgrave,109344.30800321365,0.1894308407053526,59,29296.16046142783,Male,Dublin,Very clean and organized store
Musgrave,127447.8975999424,0.21974160353320757,27,30123.92275384242,Male,Dublin,Very satisfied with quality
Costcutter,59245.20615264106,0.11066130493181121,59,48040.78485732192,Male,Liverpool,Very clean and organized store
